,Building Code,Address,# Schools,Major N,Oth N,NoCrim N,Prop N,Vio N,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,lon,lat,valid_coordinates,in_brooklyn
10,K012,430 HOWARD AVENUE,2.0,1.0,3.3333333333333335,1.6666666666666667,3.3333333333333335,1.0,416.6666666666667,0.2866666666666667,0.96,1.3933333333333333,0.68,0.43333333333333335,-73.9197565,40.6728542,True,True
11,K013,557 PENNSYLVANIA AVENUE,2.0,0.0,1.3333333333333333,3.3333333333333335,0.0,1.3333333333333333,583.3333333333334,0.3,1.0933333333333335,1.4033333333333333,0.7600000000000001,0.5033333333333333,-73.89327816899589,40.66392645,True,True
12,K014,2424 BATCHELDER STREET,1.6666666666666667,0.3333333333333333,2.6666666666666665,3.0,2.6666666666666665,0.0,916.6666666666666,0.38999999999999996,1.5599999999999998,2.3033333333333332,0.9933333333333333,0.7199999999999999,-73.9377956,40.5934838,True,True
13,K015,71 SULLIVAN STREET,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-74.01195231409375,40.67693345,True,True
14,K016,157 WILSON STREET,2.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,250.0,0.3433333333333333,0.8333333333333334,1.3699999999999999,0.7133333333333333,0.3666666666666667,-73.96182709405845,40.706023200000004,True,True
15,K017,208 NORTH  5 STREET,2.0,0.0,0.0,1.6666666666666667,0.0,0.0,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.99931696385194,40.576995499999995,True,True
16,K018,101 MAUJER STREET,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,250.0,0.3433333333333333,0.8333333333333334,1.3699999999999999,0.7133333333333333,0.3666666666666667,-73.9468991,40.71072,True,True
17,K019,325 SOUTH  3 STREET,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,583.3333333333334,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.9547643,40.7098922,True,True
18,K020,225 ADELPHI STREET,2.0,0.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.3333333333333333,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.97109904546058,40.6910261,True,True
19,K021,180 CHAUNCEY STREET,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.92604270728506,40.6803709,True,True
20,K022,443 ST MARKS AVENUE,3.0,2.0,0.0,2.0,2.0,0.0,500.0,0.35,1.06,1.09,0.73,0.5,-73.96028,40.67694,True,True
21,K022,443 ST. MARKS AVENUE,2.0,0.0,0.5,1.0,0.5,0.0,750.0,0.325,1.4100000000000001,1.88,0.89,0.6499999999999999,-73.96028,40.67694,True,True
22,K023,545 WILLOUGHBY AVENUE,2.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,583.3333333333334,0.3,1.0933333333333335,1.4033333333333333,0.7600000000000001,0.5033333333333333,-73.94747129298835,40.694414300000005,True,True
23,K024,427 38 STREET,1.0,0.0,0.0,1.6666666666666667,0.0,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.9996623,40.6379042,True,True
24,K025,787 LAFAYETTE AVENUE,2.0,0.0,1.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,416.6666666666667,0.2866666666666667,0.96,1.3933333333333333,0.68,0.43333333333333335,-73.94071490548063,40.691475600000004,True,True
25,K026,1014 LAFAYETTE AVENUE,3.0,0.6666666666666666,2.0,4.666666666666667,1.0,1.0,666.6666666666666,0.30333333333333334,1.1133333333333335,1.75,0.75,0.5133333333333333,-73.9322533076923,40.69199046153846,True,True
26,K027,27 HUNTINGTON STREET,2.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,416.6666666666667,0.3566666666666667,0.9666666666666668,1.38,0.7933333333333333,0.4366666666666667,-74.00497896557891,40.677848499999996,True,True
27,K028,1001 HERKIMER STREET,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,250.0,0.3433333333333333,0.8333333333333334,1.3699999999999999,0.7133333333333333,0.3666666666666667,-73.9202186,40.6781614,True,True
28,K029,425 HENRY STREET,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.99766793985955,40.6868795,True,True
29,K031,75 MESEROLE AVENUE,1.0,0.0,0.0,0.0,0.0,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.95399598250972,40.726907100000005,True,True
30,K032,317 HOYT STREET,2.0,0.3333333333333333,3.6666666666666665,2.0,3.6666666666666665,0.3333333333333333,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.99127362229169,40.6802926,True,True
31,K033,70 TOMPKINS AVENUE,4.0,0.3333333333333333,4.0,4.0,1.6666666666666667,2.3333333333333335,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.94730064627268,40.69670995,True,True
32,K034,131 NORMAN AVENUE,1.0,0.3333333333333333,1.0,0.0,1.3333333333333333,0.0,666.6666666666666,0.30333333333333334,1.1133333333333335,1.75,0.75,0.5133333333333333,-73.9497692670706,40.72639205,True,True
33,K035,272 MACDONOUGH STREET,2.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.6666666666666666,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.9355312,40.6818194,True,True
34,K038,450 PACIFIC STREET,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.9828250726062,40.68495485,True,True
35,K039,417 6 AVENUE,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.9703214117647,40.588454,True,True
36,K040,265 RALPH AVENUE,2.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,666.6666666666666,0.30333333333333334,1.1133333333333335,1.75,0.75,0.5133333333333333,-73.92146604408174,40.680196499999994,True,True
37,K041,411 THATFORD AVENUE,1.0,0.3333333333333333,4.0,1.0,1.0,3.0,666.6666666666666,0.30333333333333334,1.1133333333333335,1.75,0.75,0.5133333333333333,-73.90705321058172,40.6601813,True,True
38,K043,1401 EMMONS AVENUE,1.0,0.0,0.3333333333333333,2.0,0.3333333333333333,0.0,1500.0,0.7966666666666667,3.1666666666666665,5.463333333333334,2.023333333333333,1.49,-73.95422031017692,40.58377285,True,True
39,K044,432 MONROE STREET,1.3333333333333333,0.0,0.3333333333333333,3.6666666666666665,0.0,0.0,416.6666666666667,0.2866666666666667,0.96,1.3933333333333333,0.68,0.43333333333333335,-73.94116259619689,40.6861818,True,True
40,K045,84 SCHAEFER STREET,1.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.91033667385625,40.686701799999994,True,True
41,K046,100 CLERMONT AVENUE,2.0,1.0,2.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.97165866362695,40.6945922,True,True
42,K048,6015 18 AVENUE,1.0,0.0,0.0,0.0,0.0,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.990414,40.620671,True,True
43,K049,223 GRAHAM AVENUE,3.0,1.6666666666666667,5.333333333333333,9.0,4.333333333333333,2.3333333333333335,1500.0,0.7966666666666667,3.1666666666666665,5.463333333333334,2.023333333333333,1.49,-73.943911,40.7098149,True,True
44,K050,183 SOUTH  3 STREET,1.3333333333333333,0.3333333333333333,1.0,3.6666666666666665,0.6666666666666666,0.6666666666666666,333.3333333333333,0.31666666666666665,0.8433333333333334,1.3233333333333333,0.6266666666666667,0.39666666666666667,-73.9596149,40.7117745,True,True
45,K051,350 5 AVENUE,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1250.0,0.5366666666666666,2.236666666666667,3.6300000000000003,1.3466666666666667,1.0333333333333332,-73.97280036464088,40.588014430939225,True,True
46,K052,2675 EAST  29 STREET,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.9402515,40.5874041,True,True
47,K054,195 SANFORD STREET,1.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,333.3333333333333,0.31666666666666665,0.8433333333333334,1.3233333333333333,0.6266666666666667,0.39666666666666667,-73.9527438,40.6926096,True,True
48,K055,2021 BERGEN STREET,2.0,0.0,5.0,7.0,3.0,1.0,500.0,0.35,1.06,1.09,0.73,0.5,-73.91352113697846,40.67449860000001,True,True
49,K055,2021 Bergen Street,2.0,1.5,4.5,6.5,2.5,3.5,500.0,0.27,1.0050000000000001,1.525,0.7150000000000001,0.45999999999999996,-73.91352113697846,40.67449860000001,True,True
50,K056,170 GATES AVENUE,2.3333333333333335,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.96027539659976,40.684069,True,True
51,K057,125 STUYVESANT AVENUE,3.0,1.0,4.666666666666667,3.0,3.6666666666666665,1.3333333333333333,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.9332614,40.6917087,True,True
52,K058,330 SMITH STREET,1.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.995048,40.680303,True,True
53,K059,211 THROOP AVENUE,2.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,583.3333333333334,0.3,1.0933333333333335,1.4033333333333333,0.7600000000000001,0.5033333333333333,-73.94348646048749,40.6975041,True,True
54,K061,400 EMPIRE BOULEVARD,1.0,1.6666666666666667,8.0,6.0,3.6666666666666665,4.333333333333333,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.94950749185615,40.66365415,True,True
55,K062,700 CORTELYOU ROAD,1.0,0.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,1416.6666666666667,0.7733333333333333,2.866666666666667,4.753333333333334,1.913333333333333,1.3266666666666664,-73.97132481406734,40.63816405,True,True
56,K066,845 EAST  96 STREET,1.0,0.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.9067261,40.6487279,True,True
57,K067,51 SAINT EDWARDS STREET,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,333.3333333333333,0.31666666666666665,0.8433333333333334,1.3233333333333333,0.6266666666666667,0.39666666666666667,-73.9779092,40.6950782,True,True
58,K068,956 EAST  82 STREET,1.0,1.3333333333333333,6.333333333333333,4.333333333333333,2.3333333333333335,4.0,666.6666666666666,0.30333333333333334,1.1133333333333335,1.75,0.75,0.5133333333333333,-73.9107221,40.6348776,True,True
59,K069,6302 9TH AVENUE,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-74.0095225,40.6323855,True,True
60,K071,215 HEYWARD STREET,1.3333333333333333,1.3333333333333333,8.333333333333334,7.666666666666667,5.0,4.0,833.3333333333334,0.37000000000000005,1.3133333333333335,2.016666666666667,0.9,0.5966666666666667,-73.95378415472399,40.703832899999995,True,True
61,K072,605 SHEPHERD AVENUE,2.0,0.3333333333333333,3.3333333333333335,3.0,2.0,1.3333333333333333,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.87920550185237,40.66957195,True,True
62,K073,251 MCDOUGAL STREET,2.6666666666666665,1.0,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.910772,40.680537,True,True
63,K075,95 GROVE STREET,1.0,0.3333333333333333,0.0,2.0,0.3333333333333333,0.0,666.6666666666666,0.30333333333333334,1.1133333333333335,1.75,0.75,0.5133333333333333,-73.92114270572984,40.693164499999995,True,True
64,K078,1420 EAST  68 STREET,1.0,1.0,3.0,7.0,1.0,3.0,1000.0,0.52,1.71,2.49,1.16,0.75,-73.9131104,40.6208332,True,True
65,K078,1420 East 68 Street,2.0,1.0,4.0,3.5,0.0,5.0,1000.0,0.42000000000000004,1.68,2.575,1.075,0.7849999999999999,-73.9131104,40.6208332,True,True
66,K081,990 DEKALB AVENUE,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.93435685950807,40.69292515,True,True
67,K084,250 BERRY STREET,1.0,0.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.9636886258322,40.714944599999995,True,True
68,K085,510 CLERMONT AVENUE,1.0,2.3333333333333335,5.333333333333333,4.0,3.0,3.3333333333333335,250.0,0.3433333333333333,0.8333333333333334,1.3699999999999999,0.7133333333333333,0.3666666666666667,-73.96944346361745,40.6834798,True,True
69,K086,220 IRVING AVENUE,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.91779853620689,40.7005989,True,True
70,K088,544 7TH AVENUE,2.0,0.0,4.0,5.333333333333333,1.6666666666666667,2.0,2250.0,1.0633333333333332,4.49,8.673333333333334,2.9333333333333336,2.03,-73.98793069829736,40.660181050000006,True,True
71,K090,2840 WEST  12 STREET,1.0,0.0,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.98034,40.5780803,True,True
72,K091,532 ALBANY AVENUE,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.94022601283055,40.661832149999995,True,True
73,K092,601 PARKSIDE AVENUE,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.9540269,40.6562148,True,True
74,K093,31 NEW YORK AVENUE,1.0,0.0,1.3333333333333333,1.0,1.3333333333333333,0.0,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.9465267,40.6787143,True,True
75,K094,5010 6 AVENUE,1.0,0.0,1.0,1.3333333333333333,1.0,0.0,1750.0,0.6833333333333332,2.9,5.176666666666667,1.7033333333333331,1.4400000000000002,-73.9402889,40.5916778,True,True
76,K095,345 VAN SICKLEN STREET,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.0,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.97487355272352,40.5959595,True,True
77,K096,99 AVENUE P,1.6666666666666667,0.0,2.3333333333333335,5.0,1.0,1.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.9849061,40.6077255,True,True
78,K097,1855 STILLWELL AVENUE,1.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.98576368308737,40.60130265,True,True
79,K099,1120 EAST  10 STREET,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-74.0000606231132,40.579143349999995,True,True
80,K100,2951 WEST  3 STREET,1.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,833.3333333333334,0.34,1.3833333333333335,1.9866666666666666,0.8666666666666667,0.64,-74.00012135,40.573644349999995,True,True
81,K101,2360 BENSON AVENUE,1.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.99193734256428,40.5973726,True,True
82,K102,211 72 STREET,1.0,0.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.0,1500.0,0.7966666666666667,3.1666666666666665,5.463333333333334,2.023333333333333,1.49,-73.9996623,40.6379042,True,True
83,K104,9115 5 AVENUE,1.0,0.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,0.0,1250.0,0.5366666666666666,2.236666666666667,3.6300000000000003,1.3466666666666667,1.0333333333333332,-73.9402889,40.5916778,True,True
84,K105,1031 59 STREET,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1833.3333333333333,0.6833333333333332,3.393333333333333,5.833333333333333,2.016666666666667,1.6233333333333333,-74.017881,40.641362,True,True
85,K106,1328 PUTNAM AVENUE,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.91268318152709,40.69367215,True,True
86,K107,1301 8 AVENUE,1.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.956443,40.589983,True,True
87,K108,200 LINWOOD STREET,1.0,0.0,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1000.0,0.4533333333333333,1.6900000000000002,2.5466666666666664,1.1033333333333333,0.7733333333333333,-73.88430974819859,40.6812771,True,True
88,K110,124 MONITOR STREET,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.94203290322326,40.7236399,True,True
89,K111,35 STARR STREET,2.0,0.3333333333333333,4.333333333333333,9.666666666666666,2.0,1.6666666666666667,916.6666666666666,0.42,1.49,2.3333333333333335,1.0266666666666666,0.6766666666666667,-73.9277778,40.7008333,True,True
90,K112,7115 15 AVENUE,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.9005532857143,40.613930714285715,True,True
91,K113,300 ADELPHI STREET,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,2.6666666666666665,0.6666666666666666,666.6666666666666,0.30333333333333334,1.1133333333333335,1.75,0.75,0.5133333333333333,-73.97144651452781,40.68856045,True,True
92,K114,1077 REMSEN AVENUE,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.90804035597857,40.64274715,True,True
93,K115,1500 EAST  92 STREET,1.0,0.0,1.0,1.6666666666666667,1.0,0.0,1250.0,0.5366666666666666,2.236666666666667,3.6300000000000003,1.3466666666666667,1.0333333333333332,-73.9540269,40.6562148,True,True
94,K116,515 KNICKERBOCKER AVENUE,1.0,0.0,1.0,0.0,1.0,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.91658550299985,40.698054850000005,True,True
95,K117,300 WILLOUGHBY AVENUE,3.0,0.3333333333333333,3.0,1.0,2.6666666666666665,0.6666666666666666,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.9583387,40.6925521,True,True
96,K119,3829 AVENUE K,1.0,0.0,0.0,2.0,0.0,0.0,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.93883092505925,40.6260483,True,True
97,K120,18 BEAVER STREET,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.93783847045839,40.70064215,True,True
98,K121,5301 20 AVENUE,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.985026,40.61741,True,True
99,K123,100 IRVING AVENUE,1.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,916.6666666666666,0.42,1.49,2.3333333333333335,1.0266666666666666,0.6766666666666667,-73.9225745,40.7039049,True,True
100,K124,515 4 AVENUE,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.96667056926604,40.5888610748528,True,True
101,K126,424 LEONARD STREET,3.0,0.0,4.333333333333333,6.333333333333333,2.6666666666666665,0.6666666666666666,750.0,0.39666666666666667,1.43,2.0366666666666666,0.9733333333333333,0.6766666666666667,-73.94779234371214,40.719763549999996,True,True
102,K127,7805 7 AVENUE,1.0,0.0,0.0,0.0,0.0,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.972367,40.67705,True,True
103,K128,2075 84 STREET,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.9634703260196,40.714940150000004,True,True
104,K130,70 OCEAN PARKWAY,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,833.3333333333334,0.34,1.3833333333333335,1.9866666666666666,0.8666666666666667,0.64,-73.97591940872468,40.6488791,True,True
105,K131,4305 FT HAMILTON PARKWAY,1.0,0.0,0.0,2.3333333333333335,0.0,0.0,1250.0,0.5366666666666666,2.236666666666667,3.6300000000000003,1.3466666666666667,1.0333333333333332,-73.9933334,40.6408017,True,True
106,K132,320 MANHATTAN AVENUE,1.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,833.3333333333334,0.37000000000000005,1.3133333333333335,2.016666666666667,0.9,0.5966666666666667,-73.94590041536748,40.71479765,True,True
107,K135,684 LINDEN BOULEVARD,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.9329691722368,40.653255,True,True
108,K136,4004 4 AVENUE,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,1250.0,0.5366666666666666,2.236666666666667,3.6300000000000003,1.3466666666666667,1.0333333333333332,-73.989779,40.670272,True,True
109,K137,121 SARATOGA AVENUE,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.91673618591065,40.68227815,True,True
110,K138,760 PROSPECT PLACE,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.95135813183899,40.6739501,True,True
111,K139,330 RUGBY ROAD,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1166.6666666666667,0.47333333333333333,2.1,3.2099999999999995,1.2100000000000002,0.9566666666666666,-73.96572959526615,40.64135435,True,True
112,K142,610 HENRY STREET,2.0,0.3333333333333333,4.333333333333333,3.0,3.3333333333333335,1.0,1500.0,0.7966666666666667,3.1666666666666665,5.463333333333334,2.023333333333333,1.49,-74.00210945330758,40.679534000000004,True,True
113,K145,100 NOLL STREET,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,0.0,916.6666666666666,0.42,1.49,2.3333333333333335,1.0266666666666666,0.6766666666666667,-73.9323979,40.7014771,True,True
114,K147,325 BUSHWICK AVENUE,2.0,1.3333333333333333,2.6666666666666665,2.6666666666666665,2.3333333333333335,1.3333333333333333,750.0,0.3066666666666667,1.1833333333333336,1.7733333333333334,0.79,0.5433333333333333,-73.93866618540903,40.70503765,True,True
115,K148,185 ELLERY STREET,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.0,1.0,500.0,0.2966666666666667,1.0233333333333332,1.38,0.7200000000000001,0.47333333333333333,-73.945277,40.6991494,True,True
